id,form_id,survey_id,lat,lng,address,state,country,continent
156561083212-4,347,1565610832-4,20.254384,85.453976,NULL,NULL,NULL,NULL
156561083312-4,347,1565610833-4,20.262063,85.381101,NULL,NULL,NULL,NULL
156561083412-4,347,1565610834-4,20.261891,85.38953,NULL,NULL,NULL,NULL
156561083512-4,347,1565610835-4,20.26302,85.38373,NULL,NULL,NULL,NULL
156561083612-4,347,1565610836-4,20.26276,85.38666,NULL,NULL,NULL,NULL
156561083712-4,347,1565610837-4,20.262197,85.381891,NULL,NULL,NULL,NULL
156561083812-4,347,1565610838-4,20.262056,85.381408,NULL,NULL,NULL,NULL
156561083912-4,347,1565610839-4,20.262253,85.382232,NULL,NULL,NULL,NULL
156561084012-4,347,1565610840-4,20.261903,85.38161,NULL,NULL,NULL,NULL
156561084112-4,347,1565610841-4,20.263372,85.38283,NULL,NULL,NULL,NULL
156561084212-4,347,1565610842-4,20.262395,85.381492,NULL,NULL,NULL,NULL
156561084312-4,347,1565610843-4,20.21063,85.30172,NULL,NULL,NULL,NULL
156561084412-4,347,1565610844-4,20.213027,85.30386,NULL,NULL,NULL,NULL
156561084512-4,347,1565610845-4,20.21086,85.301709,NULL,NULL,NULL,NULL
156561084612-4,347,1565610846-4,20.212038,85.301769,NULL,NULL,NULL,NULL
156561084712-4,347,1565610847-4,20.21434,85.284825,NULL,NULL,NULL,NULL
156561084812-4,347,1565610848-4,20.211915,85.291759,NULL,NULL,NULL,NULL
156561084912-4,347,1565610849-4,20.21349,85.29584,NULL,NULL,NULL,NULL
156561085012-4,347,1565610850-4,20.214189,85.282123,NULL,NULL,NULL,NULL
156561085112-4,347,1565610851-4,20.213033,85.284985,NULL,NULL,NULL,NULL
156561085212-4,347,1565610852-4,20.212404,85.29175,NULL,NULL,NULL,NULL
156561085312-4,347,1565610853-4,20.2121648,85.3555212,NULL,NULL,NULL,NULL
156561085412-4,347,1565610854-4,20.21106614,85.3556082,NULL,NULL,NULL,NULL
156561085512-4,347,1565610855-4,20.2118558,85.361038,NULL,NULL,NULL,NULL
156561085612-4,347,1565610856-4,20.2130228,85.35571375,NULL,NULL,NULL,NULL
156561085712-4,347,1565610857-4,20.2251429,85.35246266,NULL,NULL,NULL,NULL
156561085812-4,347,1565610858-4,20.220108,85.359708,NULL,NULL,NULL,NULL
156561085912-4,347,1565610859-4,20.215565,85.3512192,NULL,NULL,NULL,NULL
156561086012-4,347,1565610860-4,20.21526969,85.35182801,NULL,NULL,NULL,NULL
156561086112-4,347,1565610861-4,20.22108314,85.35152387,NULL,NULL,NULL,NULL
156561086212-4,347,1565610862-4,20.21505596,85.35280482,NULL,NULL,NULL,NULL
156561086312-4,347,1565610863-4,20 37 86,85 57 36,NULL,NULL,NULL,NULL
156561086412-4,347,1565610864-4,20 37 68,85 57 7,NULL,NULL,NULL,NULL
156561086512-4,347,1565610865-4,20 38 1,85 55 17,NULL,NULL,NULL,NULL
156561086612-4,347,1565610866-4,20 37 68,85 57 96,NULL,NULL,NULL,NULL
156561086712-4,347,1565610867-4,20 37 97,85 58 32,NULL,NULL,NULL,NULL
156561086812-4,347,1565610868-4,20 37 98,85 58 01,NULL,NULL,NULL,NULL
156561086912-4,347,1565610869-4,20 35 02,85 58 11,NULL,NULL,NULL,NULL
156561087012-4,347,1565610870-4,20 37 68,85 57 93,NULL,NULL,NULL,NULL
156561087112-4,347,1565610871-4,20 37 92,85 58 22,NULL,NULL,NULL,NULL
156561087212-4,347,1565610872-4,20 37 83,85 57 36,NULL,NULL,NULL,NULL
156561087312-4,347,1565610873-4,20.234974,85.3727906,NULL,NULL,NULL,NULL
156561087412-4,347,1565610874-4,20.240738,85.3734566,NULL,NULL,NULL,NULL
156561087512-4,347,1565610875-4,20.2354828,85.3739318,NULL,NULL,NULL,NULL
156561087612-4,347,1565610876-4,20.233405,85.3611514,NULL,NULL,NULL,NULL
156561087712-4,347,1565610877-4,20.231683,85.314524,NULL,NULL,NULL,NULL
156561087812-4,347,1565610878-4,20.2333498,85.363618,NULL,NULL,NULL,NULL
156561087912-4,347,1565610879-4,20.2319356,85.363387,NULL,NULL,NULL,NULL
156561088012-4,347,1565610880-4,20.234185,85.373045,NULL,NULL,NULL,NULL
156561088112-4,347,1565610881-4,20.2343269,85.37114852,NULL,NULL,NULL,NULL
156561088212-4,347,1565610882-4,20.234161,85.3732736,NULL,NULL,NULL,NULL
156561088312-4,347,1565610883-4,20.1839236,85.315507,NULL,NULL,NULL,NULL
156561088412-4,347,1565610884-4,20.1751333,85.3035402,NULL,NULL,NULL,NULL
156561088512-4,347,1565610885-4,20.1816943,85.3022288,NULL,NULL,NULL,NULL
156561088612-4,347,1565610886-4,20.1823978,85.3020144,NULL,NULL,NULL,NULL
156561088712-4,347,1565610887-4,20.1840791,85.2931357,NULL,NULL,NULL,NULL
156561088812-4,347,1565610888-4,20.1849328,85.306563,NULL,NULL,NULL,NULL
156561088912-4,347,1565610889-4,20.18828,85.312476,NULL,NULL,NULL,NULL
156561089012-4,347,1565610890-4,20.1812646,85.311211,NULL,NULL,NULL,NULL
156561089112-4,347,1565610891-4,20.1841393,85.3152003,NULL,NULL,NULL,NULL
156561089212-4,347,1565610892-4,20.1841393,85.3149348,NULL,NULL,NULL,NULL
156561089312-4,347,1565610893-4,20 38 84,85 58 43,NULL,NULL,NULL,NULL
156561089412-4,347,1565610894-4,20 38 94,85 58 52,NULL,NULL,NULL,NULL
156561089512-4,347,1565610895-4,20 39 16,85 58 73,NULL,NULL,NULL,NULL
156561089612-4,347,1565610896-4,20 39 41,85 58 85,NULL,NULL,NULL,NULL
156561089712-4,347,1565610897-4,20 39 06,85 58 57,NULL,NULL,NULL,NULL
156561089812-4,347,1565610898-4,20 39 17,85 58 8,NULL,NULL,NULL,NULL
156561089912-4,347,1565610899-4,20 31 12,85 59 08,NULL,NULL,NULL,NULL
156561090012-4,347,1565610900-4,20 39 82,85 59 11,NULL,NULL,NULL,NULL
156561090112-4,347,1565610901-4,20 39 73,85 59 6,NULL,NULL,NULL,NULL
156561090212-4,347,1565610902-4,20 38 83,85 58 42,NULL,NULL,NULL,NULL
156561090312-4,347,1565610903-4,20.200537,85.312015,NULL,NULL,NULL,NULL
156561090412-4,347,1565610904-4,20.1931991,85.3150107,NULL,NULL,NULL,NULL
156561090512-4,347,1565610905-4,20.200953,85.312058,NULL,NULL,NULL,NULL
156561090612-4,347,1565610906-4,20.32183,85.5342,NULL,NULL,NULL,NULL
156561090712-4,347,1565610907-4,20.1913023,85.325229,NULL,NULL,NULL,NULL
156561090812-4,347,1565610908-4,20.1913483,85.3144708,NULL,NULL,NULL,NULL
156561090912-4,347,1565610909-4,20.1858494,85.3133139,NULL,NULL,NULL,NULL
156561091012-4,347,1565610910-4,20.1858318,85.3138421,NULL,NULL,NULL,NULL
156561091112-4,347,1565610911-4,20.1924737,85.3137089,NULL,NULL,NULL,NULL
156561091212-4,347,1565610912-4,20.1930673,85.3156438,NULL,NULL,NULL,NULL
156561091312-4,347,1565610913-4,20.225381,85.322696,NULL,NULL,NULL,NULL
156561091412-4,347,1565610914-4,20.225752,85.324229,NULL,NULL,NULL,NULL
156561091512-4,347,1565610915-4,20.225707,85.322801,NULL,NULL,NULL,NULL
156561091612-4,347,1565610916-4,20.225638,85.322592,NULL,NULL,NULL,NULL
156561091712-4,347,1565610917-4,20.222338,85.323282,NULL,NULL,NULL,NULL
156561091812-4,347,1565610918-4,20.323699,85.323699,NULL,NULL,NULL,NULL
156561091912-4,347,1565610919-4,20.223727,85.324328,NULL,NULL,NULL,NULL
156561092012-4,347,1565610920-4,20.23111,85.323097,NULL,NULL,NULL,NULL
156561092112-4,347,1565610921-4,20.225622,85.32322,NULL,NULL,NULL,NULL
156561092212-4,347,1565610922-4,20.224804,85.324289,NULL,NULL,NULL,NULL
156561092312-4,347,1565610923-4,20.41828,85.2978,NULL,NULL,NULL,NULL
156561092412-4,347,1565610924-4,20.41759,85.29781,NULL,NULL,NULL,NULL
156561092512-4,347,1565610925-4,20.41668,85.29604,NULL,NULL,NULL,NULL
156561092612-4,347,1565610926-4,20.4157,85.29658,NULL,NULL,NULL,NULL
156561092712-4,347,1565610927-4,20.41543,85.29846,NULL,NULL,NULL,NULL
156561092812-4,347,1565610928-4,20.41466,85.30024,NULL,NULL,NULL,NULL
156561092912-4,347,1565610929-4,20.41546,85.30211,NULL,NULL,NULL,NULL
156561093012-4,347,1565610930-4,20.41693,85.30168,NULL,NULL,NULL,NULL
156561093112-4,347,1565610931-4,20.41751,85.2999,NULL,NULL,NULL,NULL
156561093212-4,347,1565610932-4,20.4192,85.30218,NULL,NULL,NULL,NULL
156561093312-4,347,1565610933-4,20.44478,85.28939,NULL,NULL,NULL,NULL
156561093412-4,347,1565610934-4,20.44439,85.29052,NULL,NULL,NULL,NULL
156561093512-4,347,1565610935-4,20.44381,85.29146,NULL,NULL,NULL,NULL
156561093612-4,347,1565610936-4,20.44353,85.29241,NULL,NULL,NULL,NULL
156561093712-4,347,1565610937-4,20.44275,85.29367,NULL,NULL,NULL,NULL
156561093812-4,347,1565610938-4,20.44179,85.29587,NULL,NULL,NULL,NULL
156561093912-4,347,1565610939-4,20.44111,85.29692,NULL,NULL,NULL,NULL
156561094012-4,347,1565610940-4,20.44061,85.29588,NULL,NULL,NULL,NULL
156561094112-4,347,1565610941-4,20.43952,85.29579,NULL,NULL,NULL,NULL
156561094212-4,347,1565610942-4,20.43961,85.29433,NULL,NULL,NULL,NULL
156561094312-4,347,1565610943-4,20.40278,85.29776,NULL,NULL,NULL,NULL
156561094412-4,347,1565610944-4,20.40144,85.29767,NULL,NULL,NULL,NULL
156561094512-4,347,1565610945-4,20.40016,85.29811,NULL,NULL,NULL,NULL
156561094612-4,347,1565610946-4,20.39368,85.29915,NULL,NULL,NULL,NULL
156561094712-4,347,1565610947-4,20.39892,85.3023,NULL,NULL,NULL,NULL
156561094812-4,347,1565610948-4,20.39913,85.30555,NULL,NULL,NULL,NULL
156561094912-4,347,1565610949-4,20.40013,85.30531,NULL,NULL,NULL,NULL
156561095012-4,347,1565610950-4,20.401,85.30363,NULL,NULL,NULL,NULL
156561095112-4,347,1565610951-4,20.40128,85.30175,NULL,NULL,NULL,NULL
156561095212-4,347,1565610952-4,20.39971,85.30187,NULL,NULL,NULL,NULL
156561095312-4,347,1565610953-4,20.40137,85.24107,NULL,NULL,NULL,NULL
156561095412-4,347,1565610954-4,20.39959,85.24047,NULL,NULL,NULL,NULL
156561095512-4,347,1565610955-4,20.39781,85.23965,NULL,NULL,NULL,NULL
156561095612-4,347,1565610956-4,20.39693,85.24018,NULL,NULL,NULL,NULL
156561095712-4,347,1565610957-4,20.39743,85.24153,NULL,NULL,NULL,NULL
156561095812-4,347,1565610958-4,20.39834,85.24351,NULL,NULL,NULL,NULL
156561095912-4,347,1565610959-4,20.39776,85.24466,NULL,NULL,NULL,NULL
156561096012-4,347,1565610960-4,20.3971,85.24739,NULL,NULL,NULL,NULL
156561096112-4,347,1565610961-4,20.39897,85.24789,NULL,NULL,NULL,NULL
156561096212-4,347,1565610962-4,20.40004,85.2461,NULL,NULL,NULL,NULL
156561096312-4,347,1565610963-4,20.42499,85.2448,NULL,NULL,NULL,NULL
156561096412-4,347,1565610964-4,20.42472,85.24472,NULL,NULL,NULL,NULL
156561096512-4,347,1565610965-4,20.42442,85.24517,NULL,NULL,NULL,NULL
156561096612-4,347,1565610966-4,20.42524,85.24536,NULL,NULL,NULL,NULL
156561096712-4,347,1565610967-4,20.42485,85.24346,NULL,NULL,NULL,NULL
156561096812-4,347,1565610968-4,20.42518,85.24346,NULL,NULL,NULL,NULL
156561096912-4,347,1565610969-4,20.42549,85.24423,NULL,NULL,NULL,NULL
156561097012-4,347,1565610970-4,20.42392,85.24482,NULL,NULL,NULL,NULL
156561097112-4,347,1565610971-4,20.42283,85.24509,NULL,NULL,NULL,NULL
156561097212-4,347,1565610972-4,20.42302,85.24327,NULL,NULL,NULL,NULL
156561097312-4,347,1565610973-4,20 24 39,85 50 44,NULL,NULL,NULL,NULL
156561097412-4,347,1565610974-4,20 24 42,85 50 42,NULL,NULL,NULL,NULL
156561097512-4,347,1565610975-4,20 24 46,85 50 57,NULL,NULL,NULL,NULL
156561097612-4,347,1565610976-4,20 24 39,85 50 42,NULL,NULL,NULL,NULL
156561097712-4,347,1565610977-4,20 24 42,85 50 39,NULL,NULL,NULL,NULL
156561097812-4,347,1565610978-4,20 24 42,85 50 38,NULL,NULL,NULL,NULL
156561097912-4,347,1565610979-4,20 24 42,85 50 38,NULL,NULL,NULL,NULL
156561098012-4,347,1565610980-4,20 24 44,85 50 39,NULL,NULL,NULL,NULL
156561098112-4,347,1565610981-4,20 24 4,85 50 4,NULL,NULL,NULL,NULL
156561098212-4,347,1565610982-4,20 24 43,85 50 42,NULL,NULL,NULL,NULL
156561098312-4,347,1565610983-4,20 25 36,85 50 27,NULL,NULL,NULL,NULL
156561098412-4,347,1565610984-4,20 25 49,85 50 19,NULL,NULL,NULL,NULL
156561098512-4,347,1565610985-4,20 25 31,85 34 ,NULL,NULL,NULL,NULL
156561098612-4,347,1565610986-4,20 25 45,85 50 35,NULL,NULL,NULL,NULL
156561098712-4,347,1565610987-4,20 25 47,85 50 25,NULL,NULL,NULL,NULL
156561098812-4,347,1565610988-4,20 25 48,85 50 18,NULL,NULL,NULL,NULL
156561098912-4,347,1565610989-4,20 25 41,85 50 18,NULL,NULL,NULL,NULL
156561099012-4,347,1565610990-4,20 25 37,85 50 3,NULL,NULL,NULL,NULL
156561099112-4,347,1565610991-4,20 25 34,85 50 34,NULL,NULL,NULL,NULL
156561099212-4,347,1565610992-4,20 25 41,85 50 27,NULL,NULL,NULL,NULL
156561099312-4,347,1565610993-4,20 26 41,85 49 58,NULL,NULL,NULL,NULL
156561099412-4,347,1565610994-4,20 26 41,85 49 59,NULL,NULL,NULL,NULL
156561099512-4,347,1565610995-4,20.44724,85.83042,NULL,NULL,NULL,NULL
156561099612-4,347,1565610996-4,20.4374,85.83609,NULL,NULL,NULL,NULL
156561099712-4,347,1565610997-4,20.4378,85.83564,NULL,NULL,NULL,NULL
156561099812-4,347,1565610998-4,20.43786,85.8261,NULL,NULL,NULL,NULL
156561099912-4,347,1565610999-4,20.44108,85.82513,NULL,NULL,NULL,NULL
156561100012-4,347,1565611000-4,20.44145,85.83779,NULL,NULL,NULL,NULL
156561100112-4,347,1565611001-4,20.44109,85.82923,NULL,NULL,NULL,NULL
156561100212-4,347,1565611002-4,20.44121,85.82513,NULL,NULL,NULL,NULL
156561100312-4,347,1565611003-4,20 25 15,85 50 42,NULL,NULL,NULL,NULL
156561100412-4,347,1565611004-4,20 25 13,85 25 046,NULL,NULL,NULL,NULL
156561100512-4,347,1565611005-4,20 25 11,85 25 051,NULL,NULL,NULL,NULL
156561100612-4,347,1565611006-4,20 25 12,85 25 048,NULL,NULL,NULL,NULL
156561100712-4,347,1565611007-4,20 25 11,85 25 047,NULL,NULL,NULL,NULL
156561100812-4,347,1565611008-4,20 25 25,85 25 052,NULL,NULL,NULL,NULL
156561100912-4,347,1565611009-4,20 25 12,85 25 033,NULL,NULL,NULL,NULL
156561101012-4,347,1565611010-4,20 25 13,85 25 035,NULL,NULL,NULL,NULL
156561101112-4,347,1565611011-4,20 25 11,85 50 31,NULL,NULL,NULL,NULL
156561101212-4,347,1565611012-4,20 25 11,85 50 33,NULL,NULL,NULL,NULL
156561101312-4,347,1565611013-4,20.31309,85.951776,NULL,NULL,NULL,NULL
156561101412-4,347,1565611014-4,20.32397,85.9678,NULL,NULL,NULL,NULL
156561101512-4,347,1565611015-4,20.32012,85.98233,NULL,NULL,NULL,NULL
156561101612-4,347,1565611016-4,20.33704,85.98503,NULL,NULL,NULL,NULL
156561101712-4,347,1565611017-4,20.33733,85.95647,NULL,NULL,NULL,NULL
156561101812-4,347,1565611018-4,20.31309,85.59178,NULL,NULL,NULL,NULL
156561101912-4,347,1565611019-4,20.336906,85.98404,NULL,NULL,NULL,NULL
156561102012-4,347,1565611020-4,20.32141,85.9673,NULL,NULL,NULL,NULL
156561102112-4,347,1565611021-4,20.28755,85.95584,NULL,NULL,NULL,NULL
156561102212-4,347,1565611022-4,20.26384,85.97563,NULL,NULL,NULL,NULL
156561102312-4,347,1565611023-4,20.33981,85.97059,NULL,NULL,NULL,NULL
156561102412-4,347,1565611024-4,20.33695,85.95456,NULL,NULL,NULL,NULL
156561102512-4,347,1565611025-4,20.34115,85.96826,NULL,NULL,NULL,NULL
156561102612-4,347,1565611026-4,20.34068,85.96714,NULL,NULL,NULL,NULL
156561102712-4,347,1565611027-4,20.33695,85.95456,NULL,NULL,NULL,NULL
156561102812-4,347,1565611028-4,20.3369,85.98488,NULL,NULL,NULL,NULL
156561102912-4,347,1565611029-4,20.34063,85.97147,NULL,NULL,NULL,NULL
156561103012-4,347,1565611030-4,20.33699,85.98478,NULL,NULL,NULL,NULL
156561103112-4,347,1565611031-4,20.33701,85.98501,NULL,NULL,NULL,NULL
156561103212-4,347,1565611032-4,20.336021,85.984924,NULL,NULL,NULL,NULL
156561103312-4,347,1565611033-4,20.2023625,85.56106452,NULL,NULL,NULL,NULL
156561103412-4,347,1565611034-4,20.2135492,85.56100733,NULL,NULL,NULL,NULL
156561103512-4,347,1565611035-4,20.2123423,85.5611563,NULL,NULL,NULL,NULL
156561103612-4,347,1565611036-4,20.21237855,85.56124283,NULL,NULL,NULL,NULL
156561103712-4,347,1565611037-4,20.21329945,85.56215968,NULL,NULL,NULL,NULL
156561103812-4,347,1565611038-4,20.21352086,85.56961969,NULL,NULL,NULL,NULL
156561103912-4,347,1565611039-4,20.21247722,85.55229157,NULL,NULL,NULL,NULL
156561104012-4,347,1565611040-4,20.21364253,85.56198924,NULL,NULL,NULL,NULL
156561104112-4,347,1565611041-4,20.21357864,85.56171744,NULL,NULL,NULL,NULL
156561104212-4,347,1565611042-4,20.2137923,85.56158968,NULL,NULL,NULL,NULL
156561104312-4,347,1565611043-4,20.211775,85.573703,NULL,NULL,NULL,NULL
156561104412-4,347,1565611044-4,20.205316,85.571886,NULL,NULL,NULL,NULL
156561104512-4,347,1565611045-4,20.210724,85.572242,NULL,NULL,NULL,NULL
156561104612-4,347,1565611046-4,20.205029,85.573206,NULL,NULL,NULL,NULL
156561104712-4,347,1565611047-4,20.20514,85.573752,NULL,NULL,NULL,NULL
156561104812-4,347,1565611048-4,20.205039,85.572888,NULL,NULL,NULL,NULL
156561104912-4,347,1565611049-4,20.210241,85.573458,NULL,NULL,NULL,NULL
156561105012-4,347,1565611050-4,20.212168,85.572516,NULL,NULL,NULL,NULL
156561105112-4,347,1565611051-4,20.205717,85.572242,NULL,NULL,NULL,NULL
156561105212-4,347,1565611052-4,20.211113,85.57369,NULL,NULL,NULL,NULL
156561105312-4,347,1565611053-4,20.323290,86.595668,NULL,NULL,NULL,NULL
156561105412-4,347,1565611054-4,20.323015,86.001201,NULL,NULL,NULL,NULL
156561105512-4,347,1565611055-4,20.322992,85.595632,NULL,NULL,NULL,NULL
156561105612-4,347,1565611056-4,20.322122,85.595397,NULL,NULL,NULL,NULL
156561105712-4,347,1565611057-4,20.323786,86.002213,NULL,NULL,NULL,NULL
156561105812-4,347,1565611058-4,20.323861,86.000034,NULL,NULL,NULL,NULL
156561105912-4,347,1565611059-4,20.324318,86.001072,NULL,NULL,NULL,NULL
156561106012-4,347,1565611060-4,20.323463,86.595079,NULL,NULL,NULL,NULL
156561106112-4,347,1565611061-4,20.323446,86.002192,NULL,NULL,NULL,NULL
156561106212-4,347,1565611062-4,20.223433,85.594814,NULL,NULL,NULL,NULL
156561106312-4,347,1565611063-4,20.352835,86.045271,NULL,NULL,NULL,NULL
156561106412-4,347,1565611064-4,20.352464,86.04807,NULL,NULL,NULL,NULL
156561106512-4,347,1565611065-4,20.352682,86.045208,NULL,NULL,NULL,NULL
156561106612-4,347,1565611066-4,20.352650,86.04493,NULL,NULL,NULL,NULL
156561106712-4,347,1565611067-4,20.352677,86.045059,NULL,NULL,NULL,NULL
156561106812-4,347,1565611068-4,20.352699,86.045185,NULL,NULL,NULL,NULL
156561106912-4,347,1565611069-4,20.352668,86.045395,NULL,NULL,NULL,NULL
156561107012-4,347,1565611070-4,20.352665,86.045528,NULL,NULL,NULL,NULL
156561107112-4,347,1565611071-4,20.352618,86.045409,NULL,NULL,NULL,NULL
156561107212-4,347,1565611072-4,20.352620,86.085479,NULL,NULL,NULL,NULL
156561107312-4,347,1565611073-4,20.363423,86.033947,NULL,NULL,NULL,NULL
156561107412-4,347,1565611074-4,20.315311,86.011203,NULL,NULL,NULL,NULL
156561107512-4,347,1565611075-4,20.315315,86.0109,NULL,NULL,NULL,NULL
156561107612-4,347,1565611076-4,20.315220,86.010649,NULL,NULL,NULL,NULL
156561107712-4,347,1565611077-4,20.314952,86.01024,NULL,NULL,NULL,NULL
156561107812-4,347,1565611078-4,20.314896,86.0059,NULL,NULL,NULL,NULL
156561107912-4,347,1565611079-4,20.315043,86.005539,NULL,NULL,NULL,NULL
156561108012-4,347,1565611080-4,20.315015,86.005224,NULL,NULL,NULL,NULL
156561108112-4,347,1565611081-4,20.315199,86.004672,NULL,NULL,NULL,NULL
156561108212-4,347,1565611082-4,20.314981,86.004557,NULL,NULL,NULL,NULL
156561108312-4,347,1565611083-4,20.341440,85.54067,NULL,NULL,NULL,NULL
156561108412-4,347,1565611084-4,20.341460,85.53598,NULL,NULL,NULL,NULL
156561108512-4,347,1565611085-4,20.341580,85.53593,NULL,NULL,NULL,NULL
156561108612-4,347,1565611086-4,20.341720,85.53584,NULL,NULL,NULL,NULL
156561108712-4,347,1565611087-4,20.340740,85.54031,NULL,NULL,NULL,NULL
156561108812-4,347,1565611088-4,20.341030,85.54,NULL,NULL,NULL,NULL
156561108912-4,347,1565611089-4,20.341350,85.54041,NULL,NULL,NULL,NULL
156561109012-4,347,1565611090-4,20.340820,85.54067,NULL,NULL,NULL,NULL
156561109112-4,347,1565611091-4,20.340440,85.54031,NULL,NULL,NULL,NULL
156561109212-4,347,1565611092-4,20.340850,85.54016,NULL,NULL,NULL,NULL
156561109312-4,347,1565611093-4,20 38 37,85 59 02,NULL,NULL,NULL,NULL
156561109412-4,347,1565611094-4,20 38 25,85 59 04,NULL,NULL,NULL,NULL
156561109512-4,347,1565611095-4,20 38 38,85 59 23,NULL,NULL,NULL,NULL
156561109612-4,347,1565611096-4,20 38 4,85 59 22,NULL,NULL,NULL,NULL
156561109712-4,347,1565611097-4,20 38 38,85 59 2,NULL,NULL,NULL,NULL
156561109812-4,347,1565611098-4,20 38 4,85 59 03,NULL,NULL,NULL,NULL
156561109912-4,347,1565611099-4,20 38 36,85 58 56,NULL,NULL,NULL,NULL
156561110012-4,347,1565611100-4,20 38 29,85 59 08,NULL,NULL,NULL,NULL
156561110112-4,347,1565611101-4,20 38 21,85 59 18,NULL,NULL,NULL,NULL
156561110212-4,347,1565611102-4,20 38 27,85 59 11,NULL,NULL,NULL,NULL
156561110312-4,347,1565611103-4,20.541362,85.969667,NULL,NULL,NULL,NULL
156561110412-4,347,1565611104-4,20.541363,85.969608,NULL,NULL,NULL,NULL
156561110512-4,347,1565611105-4,20.541361,85.969605,NULL,NULL,NULL,NULL
156561110612-4,347,1565611106-4,20.541360,85.969606,NULL,NULL,NULL,NULL
156561110712-4,347,1565611107-4,20.541366,85.969609,NULL,NULL,NULL,NULL
156561110812-4,347,1565611108-4,20.541368,85.969608,NULL,NULL,NULL,NULL
156561110912-4,347,1565611109-4,20.541369,85.969602,NULL,NULL,NULL,NULL
156561111012-4,347,1565611110-4,20.541362,85.969603,NULL,NULL,NULL,NULL
156561111112-4,347,1565611111-4,20.541365,85.969601,NULL,NULL,NULL,NULL
156561111212-4,347,1565611112-4,20.541364,85.9696,NULL,NULL,NULL,NULL
156561111312-4,347,1565611113-4,20.315153,85.54732,NULL,NULL,NULL,NULL
156561111412-4,347,1565611114-4,20.305065,85.541016,NULL,NULL,NULL,NULL
156561111512-4,347,1565611115-4,20.305154,85.54869,NULL,NULL,NULL,NULL
156561111612-4,347,1565611116-4,20.305125,85.54786,NULL,NULL,NULL,NULL
156561111712-4,347,1565611117-4,20.305232,85.541097,NULL,NULL,NULL,NULL
156561111812-4,347,1565611118-4,20.352340,85.541099,NULL,NULL,NULL,NULL
156561111912-4,347,1565611119-4,20.305169,85.541038,NULL,NULL,NULL,NULL
156561112012-4,347,1565611120-4,20.305292,85.541187,NULL,NULL,NULL,NULL
156561112112-4,347,1565611121-4,20.305409,85.541206,NULL,NULL,NULL,NULL
156561112212-4,347,1565611122-4,20.305248,85.541147,NULL,NULL,NULL,NULL
156561112312-4,347,1565611123-4,20.593002,86.035895,NULL,NULL,NULL,NULL
156561112412-4,347,1565611124-4,20.593951,86.033121,NULL,NULL,NULL,NULL
156561112512-4,347,1565611125-4,20.592954,86.03162,NULL,NULL,NULL,NULL
156561112612-4,347,1565611126-4,20.599591,86.033791,NULL,NULL,NULL,NULL
156561112712-4,347,1565611127-4,20.594466,86.032558,NULL,NULL,NULL,NULL
156561112812-4,347,1565611128-4,20.593350,86.02968,NULL,NULL,NULL,NULL
156561112912-4,347,1565611129-4,20.594266,86.030412,NULL,NULL,NULL,NULL
156561113012-4,347,1565611130-4,",2.0597237",86.037065,NULL,NULL,NULL,NULL
156561113112-4,347,1565611131-4,20.595043,86.030932,NULL,NULL,NULL,NULL
156561113212-4,347,1565611132-4,20.594794,86.031796,NULL,NULL,NULL,NULL
156561113312-4,347,1565611133-4,20.320380,85.565687,NULL,NULL,NULL,NULL
156561113412-4,347,1565611134-4,20.323688,85.524467,NULL,NULL,NULL,NULL
156561113512-4,347,1565611135-4,20.323292,85.573953,NULL,NULL,NULL,NULL
156561113612-4,347,1565611136-4,20.320419,85.563622,NULL,NULL,NULL,NULL
156561113712-4,347,1565611137-4,20.321585,85.564422,NULL,NULL,NULL,NULL
156561113812-4,347,1565611138-4,20.321810,85.564156,NULL,NULL,NULL,NULL
156561113912-4,347,1565611139-4,20.320965,85.562933,NULL,NULL,NULL,NULL
156561114012-4,347,1565611140-4,20.320197,85.562551,NULL,NULL,NULL,NULL
156561114112-4,347,1565611141-4,20.321784,85.564252,NULL,NULL,NULL,NULL
156561114212-4,347,1565611142-4,20.321277,85.561966,NULL,NULL,NULL,NULL
156561114312-4,347,1565611143-4,20.334423,85.544823,NULL,NULL,NULL,NULL
156561114412-4,347,1565611144-4,20.352608,85.545615,NULL,NULL,NULL,NULL
156561114512-4,347,1565611145-4,20.353215,85.545659,NULL,NULL,NULL,NULL
156561114612-4,347,1565611146-4,20.352777,85.54567,NULL,NULL,NULL,NULL
156561114712-4,347,1565611147-4,20.353833,85.54532,NULL,NULL,NULL,NULL
156561114812-4,347,1565611148-4,20.353668,85.545402,NULL,NULL,NULL,NULL
156561114912-4,347,1565611149-4,20.353720,85.545253,NULL,NULL,NULL,NULL
156561115012-4,347,1565611150-4,20.353918,85.545176,NULL,NULL,NULL,NULL
156561115112-4,347,1565611151-4,20.354032,85.545244,NULL,NULL,NULL,NULL
156561115212-4,347,1565611152-4,20.353347,85.545551,NULL,NULL,NULL,NULL
156561115312-4,347,1565611153-4,20.335989,86.014742,NULL,NULL,NULL,NULL
156561115412-4,347,1565611154-4,20.330056,86.014152,NULL,NULL,NULL,NULL
156561115512-4,347,1565611155-4,20.330115,86.01425,NULL,NULL,NULL,NULL
156561115612-4,347,1565611156-4,12.033259,86.014932,NULL,NULL,NULL,NULL
156561115712-4,347,1565611157-4,20.325840,86.014525,NULL,NULL,NULL,NULL
156561115812-4,347,1565611158-4,20.330142,86.014525,NULL,NULL,NULL,NULL
156561115912-4,347,1565611159-4,20.325146,86.14093,NULL,NULL,NULL,NULL
