id,form_id,survey_id,lat,lng,address,state,country,continent
156561116012-4,347,1565611160-4,20.336860,86.13259,NULL,NULL,NULL,NULL
156561116112-4,347,1565611161-4,20.325451,86.014187,NULL,NULL,NULL,NULL
156561116212-4,347,1565611162-4,20.325720,86.0135,NULL,NULL,NULL,NULL
156561116312-4,347,1565611163-4,20.510170,85.474864,NULL,NULL,NULL,NULL
156561116412-4,347,1565611164-4,20.341746,85.797697,NULL,NULL,NULL,NULL
156561116512-4,347,1565611165-4,20.512054,85.799465,NULL,NULL,NULL,NULL
156561116612-4,347,1565611166-4,20.509552,85.796217,NULL,NULL,NULL,NULL
156561116712-4,347,1565611167-4,20.511387,85.796306,NULL,NULL,NULL,NULL
156561116812-4,347,1565611168-4,20.512168,85.797776,NULL,NULL,NULL,NULL
156561116912-4,347,1565611169-4,20.510720,85.796419,NULL,NULL,NULL,NULL
156561117012-4,347,1565611170-4,20.510859,85.800623,NULL,NULL,NULL,NULL
156561117112-4,347,1565611171-4,20.512213,85.797528,NULL,NULL,NULL,NULL
156561117212-4,347,1565611172-4,20.511466,85.5244,NULL,NULL,NULL,NULL
156561117312-4,347,1565611173-4,20 36 39,85 52 51,NULL,NULL,NULL,NULL
156561117412-4,347,1565611174-4,20 36 4,85 52 29,NULL,NULL,NULL,NULL
156561117512-4,347,1565611175-4,20 36 20,85 57 34,NULL,NULL,NULL,NULL
156561117612-4,347,1565611176-4,20 36 44,85 52 22,NULL,NULL,NULL,NULL
156561117712-4,347,1565611177-4,20 36 02,85 52 51,NULL,NULL,NULL,NULL
156561117812-4,347,1565611178-4,20 36 4,85 52 48,NULL,NULL,NULL,NULL
156561117912-4,347,1565611179-4,20 36 38,85 52 3,NULL,NULL,NULL,NULL
156561118012-4,347,1565611180-4,20 36 32,85 52 34,NULL,NULL,NULL,NULL
156561118112-4,347,1565611181-4,20 36 44,85 52 51,NULL,NULL,NULL,NULL
156561118212-4,347,1565611182-4,20 36 4,85.935348,NULL,NULL,NULL,NULL
156561118312-4,347,1565611183-4,20.588157,85.94099,NULL,NULL,NULL,NULL
156561118412-4,347,1565611184-4,20.584565,85.940855,NULL,NULL,NULL,NULL
156561118512-4,347,1565611185-4,20.565854,85.937133,NULL,NULL,NULL,NULL
156561118612-4,347,1565611186-4,20.583442,85.935397,NULL,NULL,NULL,NULL
156561118712-4,347,1565611187-4,20.609140,85.935288,NULL,NULL,NULL,NULL
156561118812-4,347,1565611188-4,20.608438,85.93533,NULL,NULL,NULL,NULL
156561118912-4,347,1565611189-4,20.608493,85.932383,NULL,NULL,NULL,NULL
156561119012-4,347,1565611190-4,20.586812,85.934948,NULL,NULL,NULL,NULL
156561119112-4,347,1565611191-4,20.587297,85.932285,NULL,NULL,NULL,NULL
156561119212-4,347,1565611192-4,20.565052,85.592146,NULL,NULL,NULL,NULL
156561119312-4,347,1565611193-4,20.311598,85.593065,NULL,NULL,NULL,NULL
156561119412-4,347,1565611194-4,20.311592,85.593063,NULL,NULL,NULL,NULL
156561119512-4,347,1565611195-4,20.311581,85.593151,NULL,NULL,NULL,NULL
156561119612-4,347,1565611196-4,20.311715,85.593118,NULL,NULL,NULL,NULL
156561119712-4,347,1565611197-4,20.312169,85.592129,NULL,NULL,NULL,NULL
156561119812-4,347,1565611198-4,20.305153,85.593066,NULL,NULL,NULL,NULL
156561119912-4,347,1565611199-4,21.312224,85.591456,NULL,NULL,NULL,NULL
156561120012-4,347,1565611200-4,20.314760,85.593009,NULL,NULL,NULL,NULL
156561120112-4,347,1565611201-4,20.311554,85.593143,NULL,NULL,NULL,NULL
156561120212-4,347,1565611202-4,20.311698,85.5636,NULL,NULL,NULL,NULL
156561120312-4,347,1565611203-4,20 40 36,85 56 35,NULL,NULL,NULL,NULL
156561120412-4,347,1565611204-4,20 40 37,85 56 02,NULL,NULL,NULL,NULL
156561120512-4,347,1565611205-4,20 40 27,85 51 51,NULL,NULL,NULL,NULL
156561120612-4,347,1565611206-4,20 42 21,85 56 37,NULL,NULL,NULL,NULL
156561120712-4,347,1565611207-4,20 39 25,85 56 39,NULL,NULL,NULL,NULL
156561120812-4,347,1565611208-4,20 39 28,85 56 5,NULL,NULL,NULL,NULL
156561120912-4,347,1565611209-4,20 38 15,85 56 2,NULL,NULL,NULL,NULL
156561121012-4,347,1565611210-4,20 40 27,85 55 887,NULL,NULL,NULL,NULL
156561121112-4,347,1565611211-4,20 41 16,85 55 976,NULL,NULL,NULL,NULL
156561121212-4,347,1565611212-4,20 41 627,,NULL,NULL,NULL,NULL
156561121312-4,347,1565611213-4,20.24004,85.54854,NULL,NULL,NULL,NULL
156561121412-4,347,1565611214-4,20.240181,85.544441,NULL,NULL,NULL,NULL
156561121512-4,347,1565611215-4,20.24136,85.54779,NULL,NULL,NULL,NULL
156561121612-4,347,1565611216-4,20.24627,85.54935,NULL,NULL,NULL,NULL
156561121712-4,347,1565611217-4,20.2382,85.55103,NULL,NULL,NULL,NULL
156561121812-4,347,1565611218-4,20.23992,85.54916,NULL,NULL,NULL,NULL
156561121912-4,347,1565611219-4,20.23799,85.55181,NULL,NULL,NULL,NULL
156561122012-4,347,1565611220-4,20.24054,85.54927,NULL,NULL,NULL,NULL
156561122112-4,347,1565611221-4,20.24146,85.54757,NULL,NULL,NULL,NULL
156561122212-4,347,1565611222-4,20.23823,85.55103,NULL,NULL,NULL,NULL
156561122312-4,347,1565611223-4,20.413882,85.928303,NULL,NULL,NULL,NULL
156561122412-4,347,1565611224-4,20.413776,85.928478,NULL,NULL,NULL,NULL
156561122512-4,347,1565611225-4,20.414526,85.93001,NULL,NULL,NULL,NULL
156561122612-4,347,1565611226-4,20.413847,85.93092,NULL,NULL,NULL,NULL
156561122712-4,347,1565611227-4,20.414005,85.928423,NULL,NULL,NULL,NULL
156561122812-4,347,1565611228-4,,,NULL,NULL,NULL,NULL
156561122912-4,347,1565611229-4,20.41484,85.93003,NULL,NULL,NULL,NULL
156561123012-4,347,1565611230-4,20.414338,85.928431,NULL,NULL,NULL,NULL
156561123112-4,347,1565611231-4,20.414157,85.928206,NULL,NULL,NULL,NULL
156561123212-4,347,1565611232-4,20.413852,85.928311,NULL,NULL,NULL,NULL
156561123312-4,347,1565611233-4,20.24522,85.58202,NULL,NULL,NULL,NULL
156561123412-4,347,1565611234-4,20.24235,85.58423,NULL,NULL,NULL,NULL
156561123512-4,347,1565611235-4,20.24171,85.586,NULL,NULL,NULL,NULL
156561123612-4,347,1565611236-4,20.24173,85.58646,NULL,NULL,NULL,NULL
156561123712-4,347,1565611237-4,20.2419,85.58518,NULL,NULL,NULL,NULL
156561123812-4,347,1565611238-4,20.24192,85.58518,NULL,NULL,NULL,NULL
156561123912-4,347,1565611239-4,20.24176,85.58486,NULL,NULL,NULL,NULL
156561124012-4,347,1565611240-4,20.24595,85.5866,NULL,NULL,NULL,NULL
156561124112-4,347,1565611241-4,20.24205,85.58499,NULL,NULL,NULL,NULL
156561124212-4,347,1565611242-4,20.2417,85.58481,NULL,NULL,NULL,NULL
156561124312-4,347,1565611243-4,20.24541,85.58256,NULL,NULL,NULL,NULL
156561124412-4,347,1565611244-4,20.24681,85.58711,NULL,NULL,NULL,NULL
156561124512-4,347,1565611245-4,20.2454,85.58195,NULL,NULL,NULL,NULL
156561124612-4,347,1565611246-4,20.24655,85.58235,NULL,NULL,NULL,NULL
156561124712-4,347,1565611247-4,20.24665,85.58266,NULL,NULL,NULL,NULL
156561124812-4,347,1565611248-4,20.25003,85.58031,NULL,NULL,NULL,NULL
156561124912-4,347,1565611249-4,20.25033,85.58001,NULL,NULL,NULL,NULL
156561125012-4,347,1565611250-4,20.25036,85.58071,NULL,NULL,NULL,NULL
156561125112-4,347,1565611251-4,20.25274,85.58191,NULL,NULL,NULL,NULL
156561125212-4,347,1565611252-4,20.25352,85.58171,NULL,NULL,NULL,NULL
156561125312-4,347,1565611253-4,20.4147,85.94781,NULL,NULL,NULL,NULL
156561125412-4,347,1565611254-4,20.37847,85.93381,NULL,NULL,NULL,NULL
156561125512-4,347,1565611255-4,20.37469,85.91528,NULL,NULL,NULL,NULL
156561125612-4,347,1565611256-4,20.37469,85.91527,NULL,NULL,NULL,NULL
156561125712-4,347,1565611257-4,20.37848,85.93382,NULL,NULL,NULL,NULL
156561125812-4,347,1565611258-4,20.37112,85.94383,NULL,NULL,NULL,NULL
156561125912-4,347,1565611259-4,20.41059,85.94051,NULL,NULL,NULL,NULL
156561126012-4,347,1565611260-4,20.41043,85.93754,NULL,NULL,NULL,NULL
156561126112-4,347,1565611261-4,20.38747,85.93383,NULL,NULL,NULL,NULL
156561126212-4,347,1565611262-4,20.39948,85.94483,NULL,NULL,NULL,NULL
156561126312-4,347,1565611263-4,20.3750,85.91272,NULL,NULL,NULL,NULL
156561126412-4,347,1565611264-4,20.3951,85.91270,NULL,NULL,NULL,NULL
156561126512-4,347,1565611265-4,20.4052,85.92271,NULL,NULL,NULL,NULL
156561126612-4,347,1565611266-4,20.3950,85.90270,NULL,NULL,NULL,NULL
156561126712-4,347,1565611267-4,20.37847,85.93381,NULL,NULL,NULL,NULL
156561126812-4,347,1565611268-4,20.38480,85.91381,NULL,NULL,NULL,NULL
156561126912-4,347,1565611269-4,20.3948,85.92370,NULL,NULL,NULL,NULL
156561127012-4,347,1565611270-4,20.40475,85.93375,NULL,NULL,NULL,NULL
156561127112-4,347,1565611271-4,20.38752,85.94378,NULL,NULL,NULL,NULL
156561127212-4,347,1565611272-4,20.39755,85.95374,NULL,NULL,NULL,NULL
156561127312-4,347,1565611273-4,20.232505,86.33666,NULL,NULL,NULL,NULL
156561127412-4,347,1565611274-4,20.232453,86.42699,NULL,NULL,NULL,NULL
156561127512-4,347,1565611275-4,20.232457,86.42693,NULL,NULL,NULL,NULL
156561127612-4,347,1565611276-4,20.232496,86.42734,NULL,NULL,NULL,NULL
156561127712-4,347,1565611277-4,20.232461,86.42698,NULL,NULL,NULL,NULL
156561127812-4,347,1565611278-4,20.233021,86.41318,NULL,NULL,NULL,NULL
156561127912-4,347,1565611279-4,20.232463,86.33715,NULL,NULL,NULL,NULL
156561128012-4,347,1565611280-4,20.232465,86.33699,NULL,NULL,NULL,NULL
156561128112-4,347,1565611281-4,20.322504,86.33731,NULL,NULL,NULL,NULL
156561128212-4,347,1565611282-4,20.232408,86.33701,NULL,NULL,NULL,NULL
156561128312-4,347,1565611283-4,20.23251,86.33677,NULL,NULL,NULL,NULL
156561128412-4,347,1565611284-4,20.232506,86.33686,NULL,NULL,NULL,NULL
156561128512-4,347,1565611285-4,20.232475,86.33671,NULL,NULL,NULL,NULL
156561128612-4,347,1565611286-4,20.232476,86.368,NULL,NULL,NULL,NULL
156561128712-4,347,1565611287-4,20.23248,86.33679,NULL,NULL,NULL,NULL
156561128812-4,347,1565611288-4,20.232272,86.34018,NULL,NULL,NULL,NULL
156561128912-4,347,1565611289-4,20.232264,86.33993,NULL,NULL,NULL,NULL
156561129012-4,347,1565611290-4,20.23226,86.33976,NULL,NULL,NULL,NULL
156561129112-4,347,1565611291-4,20.232312,86.33991,NULL,NULL,NULL,NULL
156561129212-4,347,1565611292-4,20.232318,86.33968,NULL,NULL,NULL,NULL
156561129312-4,347,1565611293-4,20.24483,86.53012,NULL,NULL,NULL,NULL
156561129412-4,347,1565611294-4,20.245223,86.245223,NULL,NULL,NULL,NULL
156561129512-4,347,1565611295-4,20.24638,86.05640,NULL,NULL,NULL,NULL
156561129612-4,347,1565611296-4,20.24472,86.24472,NULL,NULL,NULL,NULL
156561129712-4,347,1565611297-4,20.24157,86.52466,NULL,NULL,NULL,NULL
156561129812-4,347,1565611298-4,20.24354,86.52252,NULL,NULL,NULL,NULL
156561129912-4,347,1565611299-4,20.24244470,86.5302,NULL,NULL,NULL,NULL
156561130012-4,347,1565611300-4,20.241221,86.52303,NULL,NULL,NULL,NULL
156561130112-4,347,1565611301-4,20.145351,86.53019,NULL,NULL,NULL,NULL
156561130212-4,347,1565611302-4,20.242656,86.53154,NULL,NULL,NULL,NULL
156561130312-4,347,1565611303-4,20.25805,86.03387,NULL,NULL,NULL,NULL
156561130412-4,347,1565611304-4,20.25832,86.03432,NULL,NULL,NULL,NULL
156561130512-4,347,1565611305-4,20.25782,86.03435,NULL,NULL,NULL,NULL
156561130612-4,347,1565611306-4,20.25648,86.03373,NULL,NULL,NULL,NULL
156561130712-4,347,1565611307-4,20.25642,86.03286,NULL,NULL,NULL,NULL
156561130812-4,347,1565611308-4,20.25534,86.03380,NULL,NULL,NULL,NULL
156561130912-4,347,1565611309-4,20.2564,86.03273,NULL,NULL,NULL,NULL
156561131012-4,347,1565611310-4,20.25494,86.03780,NULL,NULL,NULL,NULL
156561131112-4,347,1565611311-4,20.25549,86.03824,NULL,NULL,NULL,NULL
156561131212-4,347,1565611312-4,20.25648,86.03570,NULL,NULL,NULL,NULL
156561131312-4,347,1565611313-4,20.1657,86..01,NULL,NULL,NULL,NULL
156561131412-4,347,1565611314-4,20.1654,86..04,NULL,NULL,NULL,NULL
156561131512-4,347,1565611315-4,20.1656,86..03,NULL,NULL,NULL,NULL
156561131612-4,347,1565611316-4,20.1651,85.5952,NULL,NULL,NULL,NULL
156561131712-4,347,1565611317-4,20.1655,85.5953,NULL,NULL,NULL,NULL
156561131812-4,347,1565611318-4,20.1644,85.5956,NULL,NULL,NULL,NULL
156561131912-4,347,1565611319-4,20.1644,85.5945,NULL,NULL,NULL,NULL
156561132012-4,347,1565611320-4,20.1632,85.5943,NULL,NULL,NULL,NULL
156561132112-4,347,1565611321-4,20.1636,85.5944,NULL,NULL,NULL,NULL
156561132212-4,347,1565611322-4,20.1637,85.5943,NULL,NULL,NULL,NULL
156561132312-4,347,1565611323-4,20.1645,85.5928,NULL,NULL,NULL,NULL
156561132412-4,347,1565611324-4,20.1644,85.591,NULL,NULL,NULL,NULL
156561132512-4,347,1565611325-4,20.165,85.5913,NULL,NULL,NULL,NULL
156561132612-4,347,1565611326-4,20.1648,85.591,NULL,NULL,NULL,NULL
156561132712-4,347,1565611327-4,20.1649,85.5912,NULL,NULL,NULL,NULL
156561132812-4,347,1565611328-4,20.1634,85.5928,NULL,NULL,NULL,NULL
156561132912-4,347,1565611329-4,20.1657,85.5911,NULL,NULL,NULL,NULL
156561133012-4,347,1565611330-4,20.173,85.5936,NULL,NULL,NULL,NULL
156561133112-4,347,1565611331-4,20.178,85.5929,NULL,NULL,NULL,NULL
156561133212-4,347,1565611332-4,20.145,85.5923,NULL,NULL,NULL,NULL
156561133312-4,347,1565611333-4,20.20172337,86.013174,NULL,NULL,NULL,NULL
156561133412-4,347,1565611334-4,20.291232,86.02483932,NULL,NULL,NULL,NULL
156561133512-4,347,1565611335-4,20.123676,86.014578,NULL,NULL,NULL,NULL
156561133612-4,347,1565611336-4,20.1754,86.014252,NULL,NULL,NULL,NULL
156561133712-4,347,1565611337-4,20.172794,86.012432,NULL,NULL,NULL,NULL
156561133812-4,347,1565611338-4,20.29148,86.024617,NULL,NULL,NULL,NULL
156561133912-4,347,1565611339-4,20.172777,86.013345,NULL,NULL,NULL,NULL
156561134012-4,347,1565611340-4,20.172146,86.01387,NULL,NULL,NULL,NULL
156561134112-4,347,1565611341-4,20.292046,86.0262152,NULL,NULL,NULL,NULL
156561134212-4,347,1565611342-4,20.173137,86.013285,NULL,NULL,NULL,NULL
156561134312-4,347,1565611343-4,20 21 206,86 00 821,NULL,NULL,NULL,NULL
156561134412-4,347,1565611344-4,20 20 783,86 00 736,NULL,NULL,NULL,NULL
156561134512-4,347,1565611345-4,20 20 736,86 00 752,NULL,NULL,NULL,NULL
156561134612-4,347,1565611346-4,20 21 051,86 00 842,NULL,NULL,NULL,NULL
156561134712-4,347,1565611347-4,20 21 040,86 00 754,NULL,NULL,NULL,NULL
156561134812-4,347,1565611348-4,20 20 933,86 01 091,NULL,NULL,NULL,NULL
156561134912-4,347,1565611349-4,20 20 864,86 00 750,NULL,NULL,NULL,NULL
156561135012-4,347,1565611350-4,20 20 742,86 00 810,NULL,NULL,NULL,NULL
156561135112-4,347,1565611351-4,20 20 884,86 00 885,NULL,NULL,NULL,NULL
156561135212-4,347,1565611352-4,20 20 984,86 00 822,NULL,NULL,NULL,NULL
156561135312-4,347,1565611353-4,20 20 20294,86 00 792,NULL,NULL,NULL,NULL
156561135412-4,347,1565611354-4,20 20 487,86 00 620,NULL,NULL,NULL,NULL
156561135512-4,347,1565611355-4,20 20 487,86 00 673,NULL,NULL,NULL,NULL
156561135612-4,347,1565611356-4,20 20 419,86 00 585,NULL,NULL,NULL,NULL
156561135712-4,347,1565611357-4,20 20 555,86 00 612,NULL,NULL,NULL,NULL
156561135812-4,347,1565611358-4,20 20 246,86 00 752,NULL,NULL,NULL,NULL
156561135912-4,347,1565611359-4,20 34 ,86 15 001666,NULL,NULL,NULL,NULL
156561136012-4,347,1565611360-4,20 20 266,86 00 818,NULL,NULL,NULL,NULL
156561136112-4,347,1565611361-4,20 67 20222,86 15 0600,NULL,NULL,NULL,NULL
156561136212-4,347,1565611362-4,20 34 2890,86 10 402,NULL,NULL,NULL,NULL
156561136312-4,347,1565611363-4,20 21 269,86 00 159,NULL,NULL,NULL,NULL
156561136412-4,347,1565611364-4,21 21 021,86 00 435,NULL,NULL,NULL,NULL
156561136512-4,347,1565611365-4,21 21 222,86 00 241,NULL,NULL,NULL,NULL
156561136612-4,347,1565611366-4,21 21 211,86 00 399,NULL,NULL,NULL,NULL
156561136712-4,347,1565611367-4,21 21 073,86 00 427,NULL,NULL,NULL,NULL
156561136812-4,347,1565611368-4,20 21 257,86 00 091,NULL,NULL,NULL,NULL
156561136912-4,347,1565611369-4,21 21 136,86 00 585,NULL,NULL,NULL,NULL
156561137012-4,347,1565611370-4,21 21 277,86 00 563,NULL,NULL,NULL,NULL
156561137112-4,347,1565611371-4,20 21 390,86 00 095,NULL,NULL,NULL,NULL
156561137212-4,347,1565611372-4,21 21 211,86 00 397,NULL,NULL,NULL,NULL
156561137312-4,347,1565611373-4,20 20 516,85 59 935,NULL,NULL,NULL,NULL
156561137412-4,347,1565611374-4,20 20 541,85 59 965,NULL,NULL,NULL,NULL
156561137512-4,347,1565611375-4,20 20 501,85 59 986,NULL,NULL,NULL,NULL
156561137612-4,347,1565611376-4,20 20 466,86 00 013,NULL,NULL,NULL,NULL
156561137712-4,347,1565611377-4,20 20 446,85 59 986,NULL,NULL,NULL,NULL
156561137812-4,347,1565611378-4,20 20 444,85 59 969,NULL,NULL,NULL,NULL
156561137912-4,347,1565611379-4,20 20 460,85 59 970,NULL,NULL,NULL,NULL
156561138012-4,347,1565611380-4,20 20 398,85 59 969,NULL,NULL,NULL,NULL
156561138112-4,347,1565611381-4,20 20 478,85 59 914,NULL,NULL,NULL,NULL
156561138212-4,347,1565611382-4,20 20 508,86 00 051,NULL,NULL,NULL,NULL
156561138312-4,347,1565611383-4,20 18 941,85 59 302,NULL,NULL,NULL,NULL
156561138412-4,347,1565611384-4,20 18 918,85 59 296,NULL,NULL,NULL,NULL
156561138512-4,347,1565611385-4,20 18 897,85 59 280,NULL,NULL,NULL,NULL
156561138612-4,347,1565611386-4,20 18 877,85 59 249,NULL,NULL,NULL,NULL
156561138712-4,347,1565611387-4,20 18 863,85 59 266,NULL,NULL,NULL,NULL
156561138812-4,347,1565611388-4,20 18 842,85 59 274,NULL,NULL,NULL,NULL
156561138912-4,347,1565611389-4,20 18 827,85 59 263,NULL,NULL,NULL,NULL
156561139012-4,347,1565611390-4,20 18 819,85 59 276,NULL,NULL,NULL,NULL
156561139112-4,347,1565611391-4,20 18 882,85 59 328,NULL,NULL,NULL,NULL
156561139212-4,347,1565611392-4,20 18 875,85 59 344,NULL,NULL,NULL,NULL
156561139312-4,347,1565611393-4,20 18 772,85 59 434,NULL,NULL,NULL,NULL
156561139412-4,347,1565611394-4,20 18 727,85 59 420,NULL,NULL,NULL,NULL
156561139512-4,347,1565611395-4,20 18 738,85 59 410,NULL,NULL,NULL,NULL
156561139612-4,347,1565611396-4,20 18 841,85 59 566,NULL,NULL,NULL,NULL
156561139712-4,347,1565611397-4,20 18 923,85 59 570,NULL,NULL,NULL,NULL
156561139812-4,347,1565611398-4,20 18 798,85 59 623,NULL,NULL,NULL,NULL
156561139912-4,347,1565611399-4,20 18 812,85 59 724,NULL,NULL,NULL,NULL
156561140012-4,347,1565611400-4,20 18 784,85 59 681,NULL,NULL,NULL,NULL
156561140112-4,347,1565611401-4,20 18 756,85 59 642,NULL,NULL,NULL,NULL
156561140212-4,347,1565611402-4,20 18 721,85 59 616,NULL,NULL,NULL,NULL
156561140312-4,347,1565611403-4,20 18 87,85 59 342,NULL,NULL,NULL,NULL
156561140412-4,347,1565611404-4,20 19 882,85 58 737,NULL,NULL,NULL,NULL
156561140512-4,347,1565611405-4,20 19 904,85 58 840,NULL,NULL,NULL,NULL
156561140612-4,347,1565611406-4,20 19 933,85 58 854,NULL,NULL,NULL,NULL
156561140712-4,347,1565611407-4,20 20 023,85 58 967,NULL,NULL,NULL,NULL
156561140812-4,347,1565611408-4,20 20 028,85 58 987,NULL,NULL,NULL,NULL
156561140912-4,347,1565611409-4,20 20 054,85 58 964,NULL,NULL,NULL,NULL
156561141012-4,347,1565611410-4,20 20 110,85 59 098,NULL,NULL,NULL,NULL
156561141112-4,347,1565611411-4,20 20 077,85 59 046,NULL,NULL,NULL,NULL
156561141212-4,347,1565611412-4,20 20 184,85 59 086,NULL,NULL,NULL,NULL
156561141312-4,347,1565611413-4,20 54 66,86 20 3,NULL,NULL,NULL,NULL
156561141412-4,347,1565611414-4,20 54 8,86 20 28,NULL,NULL,NULL,NULL
156561141512-4,347,1565611415-4,20 54 7,86 20 39,NULL,NULL,NULL,NULL
156561141612-4,347,1565611416-4,20 54 82,86 20 35,NULL,NULL,NULL,NULL
156561141712-4,347,1565611417-4,20 54 61,86 20 19,NULL,NULL,NULL,NULL
156561141812-4,347,1565611418-4,20 54 85,86 20 31,NULL,NULL,NULL,NULL
156561141912-4,347,1565611419-4,20 54 67,86 20 23,NULL,NULL,NULL,NULL
156561142012-4,347,1565611420-4,20 54 78,86 20 22,NULL,NULL,NULL,NULL
156561142112-4,347,1565611421-4,20 54 64,86 20 2,NULL,NULL,NULL,NULL
156561142212-4,347,1565611422-4,20 54 75,86 20 36,NULL,NULL,NULL,NULL
156561142312-4,347,1565611423-4,20 543188,86 217633,NULL,NULL,NULL,NULL
156561142412-4,347,1565611424-4,20 543233,86 217101,NULL,NULL,NULL,NULL
156561142512-4,347,1565611425-4,20 544256,86 218516,NULL,NULL,NULL,NULL
156561142612-4,347,1565611426-4,20 542433,86 215506,NULL,NULL,NULL,NULL
156561142712-4,347,1565611427-4,20 542841,86 215926,NULL,NULL,NULL,NULL
156561142812-4,347,1565611428-4,20 542148,86 216478,NULL,NULL,NULL,NULL
156561142912-4,347,1565611429-4,20 543203,86 216281,NULL,NULL,NULL,NULL
156561143012-4,347,1565611430-4,20 541841,86 215631,NULL,NULL,NULL,NULL
156561143112-4,347,1565611431-4,20 543673,86 217998,NULL,NULL,NULL,NULL
156561143212-4,347,1565611432-4,20 54201,86 216015,NULL,NULL,NULL,NULL
156561143312-4,347,1565611433-4,20 56 5,86 25 47,NULL,NULL,NULL,NULL
156561143412-4,347,1565611434-4,20 56 48,86 25 42,NULL,NULL,NULL,NULL
156561143512-4,347,1565611435-4,20 57 05,86 25 52,NULL,NULL,NULL,NULL
156561143612-4,347,1565611436-4,20 57 04,86 25 38,NULL,NULL,NULL,NULL
156561143712-4,347,1565611437-4,20 57 12,86 25 33,NULL,NULL,NULL,NULL
156561143812-4,347,1565611438-4,20 57 15,86 25 37,NULL,NULL,NULL,NULL
156561143912-4,347,1565611439-4,20 57 48,86 25 46,NULL,NULL,NULL,NULL
156561144012-4,347,1565611440-4,20 57 45,86 25 42,NULL,NULL,NULL,NULL
156561144112-4,347,1565611441-4,20 56 48,86 25 42,NULL,NULL,NULL,NULL
156561144212-4,347,1565611442-4,20 57 48,86 25 45,NULL,NULL,NULL,NULL
156561144312-4,347,1565611443-4,20 53758,86 20445,NULL,NULL,NULL,NULL
156561144412-4,347,1565611444-4,20 53644,86 20343,NULL,NULL,NULL,NULL
156561144512-4,347,1565611445-4,20 53781,86 20475,NULL,NULL,NULL,NULL
156561144612-4,347,1565611446-4,20 53766,86 20419,NULL,NULL,NULL,NULL
156561144712-4,347,1565611447-4,20 53742,86 20401,NULL,NULL,NULL,NULL
156561144812-4,347,1565611448-4,20 53711,86 20727,NULL,NULL,NULL,NULL
156561144912-4,347,1565611449-4,20 53778,86 20439,NULL,NULL,NULL,NULL
156561145012-4,347,1565611450-4,20 53729,86 20414,NULL,NULL,NULL,NULL
156561145112-4,347,1565611451-4,20 53755,86 20442,NULL,NULL,NULL,NULL
156561145212-4,347,1565611452-4,20 53751,86 20447,NULL,NULL,NULL,NULL
156561145312-4,347,1565611453-4,20  53 58,86  20 17,NULL,NULL,NULL,NULL
156561145412-4,347,1565611454-4,20 53 66,86 .2 ,NULL,NULL,NULL,NULL
156561145512-4,347,1565611455-4,20 53 59,86 .2 ,NULL,NULL,NULL,NULL
156561145612-4,347,1565611456-4,20 53 64,86 20 11,NULL,NULL,NULL,NULL
156561145712-4,347,1565611457-4,20 53 63,86 20 13,NULL,NULL,NULL,NULL
156561145812-4,347,1565611458-4,20 53 72,86 20 13,NULL,NULL,NULL,NULL
156561145912-4,347,1565611459-4,20 53 67,86 20 13,NULL,NULL,NULL,NULL
156561146012-4,347,1565611460-4,20 53 6,86 20 09,NULL,NULL,NULL,NULL
156561146112-4,347,1565611461-4,20 53 64,86 20 22,NULL,NULL,NULL,NULL
156561146212-4,347,1565611462-4,20 53 72,86 20 13,NULL,NULL,NULL,NULL
156561146312-4,347,1565611463-4,20 54 90,86 19 78,NULL,NULL,NULL,NULL
156561146412-4,347,1565611464-4,20 56 11,86 19 75,NULL,NULL,NULL,NULL
156561146512-4,347,1565611465-4,20 53 97,86 19 72,NULL,NULL,NULL,NULL
156561146612-4,347,1565611466-4,20 53 98,86 19 83,NULL,NULL,NULL,NULL
156561146712-4,347,1565611467-4,20 54 19,86 19 65,NULL,NULL,NULL,NULL
156561146812-4,347,1565611468-4,20 53 90,86 19 73,NULL,NULL,NULL,NULL
156561146912-4,347,1565611469-4,20 53 96,86 19 73,NULL,NULL,NULL,NULL
156561147012-4,347,1565611470-4,20 54 06,86 19 73,NULL,NULL,NULL,NULL
156561147112-4,347,1565611471-4,20 54 08,86 19 68,NULL,NULL,NULL,NULL
156561147212-4,347,1565611472-4,20 54 11,86 19 73,NULL,NULL,NULL,NULL
156561147312-4,347,1565611473-4,20 35 85,86 10 11,NULL,NULL,NULL,NULL
156561147412-4,347,1565611474-4,20 35 51,86 10 1,NULL,NULL,NULL,NULL
156561147512-4,347,1565611475-4,20 35 45,86 95 7,NULL,NULL,NULL,NULL
156561147612-4,347,1565611476-4,20 36 9,86 95 1,NULL,NULL,NULL,NULL
156561147712-4,347,1565611477-4,20 35 54,84 94 9,NULL,NULL,NULL,NULL
156561147812-4,347,1565611478-4,20 35 58,86 94 4,NULL,NULL,NULL,NULL
156561147912-4,347,1565611479-4,20 36 3,86 94 7,NULL,NULL,NULL,NULL
156561148012-4,347,1565611480-4,20 35 51,86 94 8,NULL,NULL,NULL,NULL
156561148112-4,347,1565611481-4,20 35 52,86 94 1,NULL,NULL,NULL,NULL
156561148212-4,347,1565611482-4,20 36 8,86 95 3,NULL,NULL,NULL,NULL
156561148312-4,347,1565611483-4,20 35 32,86 93 ,NULL,NULL,NULL,NULL
156561148412-4,347,1565611484-4,20 35 19,86 90 ,NULL,NULL,NULL,NULL
156561148512-4,347,1565611485-4,20 35 32,86 93 ,NULL,NULL,NULL,NULL
